SPREFID,USUBJID,MASPEC,MASEVN,MASEV,MAORRES,MALAT,MASTAT,MAREASND,MADY,MADTC,MATEST,MATESTCD,finding_is_unremarkable_or_incomplete,SEX,trial_set_description
T103925-0,T103925-0-0081,ESOPHAGUS,,"",UNREMARKABLE,,,,32,2018-07-13 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103925-0,T103925-0-0081,"GLAND, ADRENAL",,"",UNREMARKABLE,BILATERAL,,,32,2018-07-13 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103925-0,T103925-0-0081,PANCREAS,,"",UNREMARKABLE,,,,32,2018-07-13 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103925-0,T103925-0-0081,TRACHEA,,"",UNREMARKABLE,,,,32,2018-07-13 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103925-0,T103925-0-0081,"GLAND, ZYMBAL",,"",UNREMARKABLE,BILATERAL,,,32,2018-07-13 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103925-0,T103925-0-0081,HEAD,,"",UNREMARKABLE,,,,32,2018-07-13 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103925-0,T103925-0-0081,LARYNX,,"",UNREMARKABLE,,,,32,2018-07-13 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103925-0,T103925-0-0081,"SMALL INTESTINE, DUODENUM",,"",UNREMARKABLE,,,,32,2018-07-13 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103925-0,T103925-0-0081,LARGE INTESTINE,,"",UNREMARKABLE,,,,32,2018-07-13 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103925-0,T103925-0-0081,HEART,,"",UNREMARKABLE,,,,32,2018-07-13 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103925-0,T103925-0-0081,OVARY,,"",UNREMARKABLE,BILATERAL,,,32,2018-07-13 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103925-0,T103925-0-0081,"GLAND, PITUITARY",,"",UNREMARKABLE,,,,32,2018-07-13 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103925-0,T103925-0-0081,PHARYNX,,"",UNREMARKABLE,,,,32,2018-07-13 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103925-0,T103925-0-0081,TONSIL,,"",UNREMARKABLE,,,,32,2018-07-13 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103925-0,T103925-0-0081,UTERUS,,"",UNREMARKABLE,,,,32,2018-07-13 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103925-0,T103925-0-0081,"BONE MARROW, STERNUM",,"",UNREMARKABLE,,,,32,2018-07-13 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103925-0,T103925-0-0081,"GLAND, HARDERIAN",,"",UNREMARKABLE,BILATERAL,,,32,2018-07-13 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103925-0,T103925-0-0081,"LARGE INTESTINE, RECTUM",,"",UNREMARKABLE,,,,32,2018-07-13 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103925-0,T103925-0-0081,"SMALL INTESTINE, JEJUNUM",,"",UNREMARKABLE,,,,32,2018-07-13 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103925-0,T103925-0-0084,WHOLE ANIMAL,,"",UNREMARKABLE,,,,57,2018-08-09 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103925-0,T103925-0-0083,WHOLE ANIMAL,,"",UNREMARKABLE,,,,32,2018-07-13 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103925-0,T103925-0-0010,WHOLE ANIMAL,,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0086,WHOLE ANIMAL,,"",UNREMARKABLE,,,,57,2018-08-09 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103925-0,T103925-0-0013,WHOLE ANIMAL,,"",UNREMARKABLE,,,,57,2018-08-09 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0003,WHOLE ANIMAL,,"",UNREMARKABLE,,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0012,WHOLE ANIMAL,,"",UNREMARKABLE,,,,57,2018-08-09 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0006,WHOLE ANIMAL,,"",UNREMARKABLE,,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0004,WHOLE ANIMAL,,"",UNREMARKABLE,,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0077,WHOLE ANIMAL,,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103925-0,T103925-0-0079,WHOLE ANIMAL,,"",UNREMARKABLE,,,,32,2018-07-13 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103925-0,T103925-0-0008,HEAD,,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,PANCREAS,,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,TONSIL,,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,BRAIN,,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,ESOPHAGUS,,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,"NERVE, SCIATIC",,"",UNREMARKABLE,RIGHT,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,"GLAND, MAMMARY",,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,"LARGE INTESTINE, COLON",,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,PEYER'S PATCH,,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,KIDNEY,,"",UNREMARKABLE,BILATERAL,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,URETER,,"",UNREMARKABLE,BILATERAL,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,"BONE MARROW, FEMUR",,"",UNREMARKABLE,UNILATERAL,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,"GLAND, ZYMBAL",,"",UNREMARKABLE,BILATERAL,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,"LARGE INTESTINE, CECUM",,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,"LYMPH NODE, MANDIBULAR",,"",UNREMARKABLE,BILATERAL,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,STOMACH,,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,"LYMPH NODE, MESENTERIC",,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,"GLAND, PITUITARY",,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,"GLAND, SEMINAL VESICLE",,"",UNREMARKABLE,BILATERAL,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,TESTIS,,"",UNREMARKABLE,BILATERAL,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,"LARGE INTESTINE, RECTUM",,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,SPLEEN,,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,"ARTERY, AORTA",,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,"SMALL INTESTINE, ILEUM",,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,SPINAL CORD,,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,"BONE, FEMUR",,"",UNREMARKABLE,UNILATERAL,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,"SMALL INTESTINE, JEJUNUM",,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,EPIDIDYMIS,,"",UNREMARKABLE,BILATERAL,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,"GLAND, LACRIMAL",,"",UNREMARKABLE,BILATERAL,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,HEART,,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,LUNG,,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,TONGUE,,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,LARGE INTESTINE,,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,"MUSCLE, SKELETAL",,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,LARYNX,,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,EYE,,"",UNREMARKABLE,BILATERAL,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,URINARY BLADDER,,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,"BONE MARROW, STERNUM",,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,SKIN/SUBCUTIS,,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,WHOLE ANIMAL,,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,LIVER,,"",area,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,0,M,CG
T103925-0,T103925-0-0008,"BONE, STERNUM",,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,"GLAND, PROSTATE",,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,"GLAND, SALIVARY",,"",UNREMARKABLE,BILATERAL,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,EYELID,,"",UNREMARKABLE,BILATERAL,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,"GLAND, ADRENAL",,"",UNREMARKABLE,BILATERAL,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,"GLAND, HARDERIAN",,"",UNREMARKABLE,BILATERAL,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,TRACHEA,,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,SMALL INTESTINE,,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,"SMALL INTESTINE, DUODENUM",,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,URETHRA,,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,"GLAND, PARATHYROID",,"",UNREMARKABLE,BILATERAL,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,"GLAND, SALIVARY, PAROTID",,"",UNREMARKABLE,BILATERAL,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,"LYMPH NODE, ILIAC",,"",UNREMARKABLE,BILATERAL,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,THYMUS,,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,NOSE,,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,"GLAND, THYROID",,"",UNREMARKABLE,BILATERAL,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0008,PHARYNX,,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0009,WHOLE ANIMAL,,"",UNREMARKABLE,,,,31,2018-07-12 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0078,WHOLE ANIMAL,,"",UNREMARKABLE,,,,32,2018-07-13 00:00:00.000,Gross Pathological Examination,GROSPATH,1,F,CG
T103925-0,T103925-0-0001,WHOLE ANIMAL,,"",UNREMARKABLE,,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0002,EPIDIDYMIS,,"",UNREMARKABLE,BILATERAL,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0002,"GLAND, ADRENAL",,"",UNREMARKABLE,BILATERAL,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0002,"GLAND, PARATHYROID",,"",UNREMARKABLE,BILATERAL,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0002,KIDNEY,,"",UNREMARKABLE,BILATERAL,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0002,"LYMPH NODE, MANDIBULAR",,"",UNREMARKABLE,BILATERAL,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0002,SKIN/SUBCUTIS,,"",UNREMARKABLE,,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0002,SMALL INTESTINE,,"",UNREMARKABLE,,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0002,"BONE MARROW, STERNUM",,"",UNREMARKABLE,,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0002,"GLAND, THYROID",,"",UNREMARKABLE,BILATERAL,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0002,"GLAND, SEMINAL VESICLE",,"",UNREMARKABLE,BILATERAL,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0002,"GLAND, ZYMBAL",,"",UNREMARKABLE,BILATERAL,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0002,PANCREAS,,"",UNREMARKABLE,,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0002,"GLAND, SALIVARY",,"",UNREMARKABLE,BILATERAL,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0002,SPINAL CORD,,"",UNREMARKABLE,,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0002,LARGE INTESTINE,,"",UNREMARKABLE,,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0002,LUNG,,"",UNREMARKABLE,,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0002,PHARYNX,,"",UNREMARKABLE,,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0002,"GLAND, PROSTATE",,"",UNREMARKABLE,,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0002,LARYNX,,"",UNREMARKABLE,,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0002,BRAIN,,"",UNREMARKABLE,,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0002,ESOPHAGUS,,"",UNREMARKABLE,,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0002,"LARGE INTESTINE, COLON",,"",UNREMARKABLE,,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0002,"SMALL INTESTINE, DUODENUM",,"",UNREMARKABLE,,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0002,"BONE, STERNUM",,"",UNREMARKABLE,,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0002,"GLAND, PITUITARY",,"",UNREMARKABLE,,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0002,"LARGE INTESTINE, RECTUM",,"",UNREMARKABLE,,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0002,"BONE, FEMUR",,"",UNREMARKABLE,UNILATERAL,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
T103925-0,T103925-0-0002,"GLAND, MAMMARY",,"",UNREMARKABLE,,,,30,2018-07-11 00:00:00.000,Gross Pathological Examination,GROSPATH,1,M,CG
