SPREFID,USUBJID,SEX,FWTESTCD,FWTEST,FWORRES,FWORRESU,FWDY,FWENDY,FWSTAT,FWREASND,trial_set_description
T104623-6,T104623-6-0004,M,WC,Water Consumption,31,g/day,22,29,Y,,CG
T104623-6,T104623-6-0003,M,WC,Water Consumption,31,g/day,22,29,Y,,CG
T104623-6,T104623-6-0004,M,FC,Food Consumption,21,g/day,1,8,Y,,CG
T104623-6,T104623-6-0003,M,FC,Food Consumption,21,g/day,1,8,Y,,CG
T104623-6,T104623-6-0004,M,FC,Food Consumption,22,g/day,8,15,Y,,CG
T104623-6,T104623-6-0003,M,FC,Food Consumption,22,g/day,8,15,Y,,CG
T104623-6,T104623-6-0004,M,FC,Food Consumption,23,g/day,15,22,Y,,CG
T104623-6,T104623-6-0003,M,FC,Food Consumption,23,g/day,15,22,Y,,CG
T104623-6,T104623-6-0004,M,FC,Food Consumption,21,g/day,22,29,Y,,CG
T104623-6,T104623-6-0003,M,FC,Food Consumption,21,g/day,22,29,Y,,CG
T103815-8,T103815-8-0008,M,FC,Food Consumption,22.1,g/day,8,15,Y,,CG
T103815-8,T103815-8-0007,M,FC,Food Consumption,22.1,g/day,8,15,Y,,CG
T103815-8,T103815-8-0008,M,FC,Food Consumption,22.4,g/day,15,22,Y,,CG
T103815-8,T103815-8-0007,M,FC,Food Consumption,22.4,g/day,15,22,Y,,CG
T103815-8,T103815-8-0008,M,FC,Food Consumption,23.4,g/day,22,29,Y,,CG
T103815-8,T103815-8-0007,M,FC,Food Consumption,23.4,g/day,22,29,Y,,CG
T103815-8,T103815-8-0008,M,FC,Food Consumption,21.4,g/day,29,36,Y,,CG
T103815-8,T103815-8-0007,M,FC,Food Consumption,21.4,g/day,29,36,Y,,CG
T103815-8,T103815-8-0008,M,WC,Water Consumption,28.9,g/day,8,15,Y,,CG
T103815-8,T103815-8-0007,M,WC,Water Consumption,28.9,g/day,8,15,Y,,CG
T103815-8,T103815-8-0008,M,WC,Water Consumption,32.3,g/day,15,22,Y,,CG
T103815-8,T103815-8-0007,M,WC,Water Consumption,32.3,g/day,15,22,Y,,CG
T103815-8,T103815-8-0008,M,WC,Water Consumption,34.4,g/day,22,29,Y,,CG
T103815-8,T103815-8-0007,M,WC,Water Consumption,34.4,g/day,22,29,Y,,CG
T103815-8,T103815-8-0008,M,WC,Water Consumption,31.4,g/day,29,36,Y,,CG
T103815-8,T103815-8-0007,M,WC,Water Consumption,31.4,g/day,29,36,Y,,CG
T103116-2,T103116-2-0078,F,FC,Food Consumption,18.6,g/day,1,8,Y,,CG
T103116-2,T103116-2-0079,F,FC,Food Consumption,18.6,g/day,1,8,Y,,CG
T103116-2,T103116-2-0078,F,FC,Food Consumption,18.6,g/day,8,15,Y,,CG
T103116-2,T103116-2-0079,F,FC,Food Consumption,18.6,g/day,8,15,Y,,CG
T103116-2,T103116-2-0078,F,FC,Food Consumption,17.3,g/day,15,21,Y,,CG
T103116-2,T103116-2-0079,F,FC,Food Consumption,17.3,g/day,15,21,Y,,CG
T103116-2,T103116-2-0078,F,FC,Food Consumption,17.6,g/day,22,28,Y,,CG
T103116-2,T103116-2-0079,F,FC,Food Consumption,17.6,g/day,22,28,Y,,CG
T103116-2,T103116-2-0078,F,WC,Water Consumption,26.1,g/day,1,8,Y,,CG
T103116-2,T103116-2-0079,F,WC,Water Consumption,26.1,g/day,1,8,Y,,CG
T103116-2,T103116-2-0078,F,WC,Water Consumption,27.4,g/day,8,15,Y,,CG
T103116-2,T103116-2-0079,F,WC,Water Consumption,27.4,g/day,8,15,Y,,CG
T103116-2,T103116-2-0078,F,WC,Water Consumption,26.8,g/day,15,21,Y,,CG
T103116-2,T103116-2-0079,F,WC,Water Consumption,26.8,g/day,15,21,Y,,CG
T103116-2,T103116-2-0078,F,WC,Water Consumption,28.3,g/day,22,28,Y,,CG
T103116-2,T103116-2-0079,F,WC,Water Consumption,28.3,g/day,22,28,Y,,CG
T103165-6,T103165-6-0079,F,WC,Water Consumption,19.9,g/day,1,8,Y,,CG
T103165-6,T103165-6-0080,F,WC,Water Consumption,19.9,g/day,1,8,Y,,CG
T103165-6,T103165-6-0079,F,WC,Water Consumption,23.1,g/day,8,15,Y,,CG
T103165-6,T103165-6-0080,F,WC,Water Consumption,23.1,g/day,8,15,Y,,CG
T103165-6,T103165-6-0079,F,WC,Water Consumption,29.5,g/day,15,22,Y,,CG
T103165-6,T103165-6-0080,F,WC,Water Consumption,29.5,g/day,15,22,Y,,CG
T103165-6,T103165-6-0079,F,WC,Water Consumption,23.8,g/day,22,29,Y,,CG
T103165-6,T103165-6-0080,F,WC,Water Consumption,23.8,g/day,22,29,Y,,CG
T103165-6,T103165-6-0079,F,FC,Food Consumption,15.3,g/day,1,8,Y,,CG
T103165-6,T103165-6-0080,F,FC,Food Consumption,15.3,g/day,1,8,Y,,CG
T103165-6,T103165-6-0079,F,FC,Food Consumption,17.5,g/day,8,15,Y,,CG
T103165-6,T103165-6-0080,F,FC,Food Consumption,17.5,g/day,8,15,Y,,CG
T103165-6,T103165-6-0079,F,FC,Food Consumption,17.6,g/day,15,22,Y,,CG
T103165-6,T103165-6-0080,F,FC,Food Consumption,17.6,g/day,15,22,Y,,CG
T103165-6,T103165-6-0079,F,FC,Food Consumption,15.4,g/day,22,29,Y,,CG
T103165-6,T103165-6-0080,F,FC,Food Consumption,15.4,g/day,22,29,Y,,CG
T103239-8,T103239-8-0017,M,WC,Water Consumption,31,g/day,1,8,Y,,CG
T103239-8,T103239-8-0018,M,WC,Water Consumption,31,g/day,1,8,Y,,CG
T103239-8,T103239-8-0019,M,WC,Water Consumption,31,g/day,1,8,Y,,CG
T103239-8,T103239-8-0017,M,WC,Water Consumption,30,g/day,8,15,Y,,CG
T103239-8,T103239-8-0018,M,WC,Water Consumption,30,g/day,8,15,Y,,CG
T103239-8,T103239-8-0019,M,WC,Water Consumption,30,g/day,8,15,Y,,CG
T103239-8,T103239-8-0017,M,WC,Water Consumption,31,g/day,15,22,Y,,CG
T103239-8,T103239-8-0018,M,WC,Water Consumption,31,g/day,15,22,Y,,CG
T103239-8,T103239-8-0019,M,WC,Water Consumption,31,g/day,15,22,Y,,CG
T103239-8,T103239-8-0017,M,WC,Water Consumption,31,g/day,22,29,Y,,CG
T103239-8,T103239-8-0018,M,WC,Water Consumption,31,g/day,22,29,Y,,CG
T103239-8,T103239-8-0019,M,WC,Water Consumption,31,g/day,22,29,Y,,CG
T103239-8,T103239-8-0017,M,WC,Water Consumption,27,g/day,29,36,Y,,CG
T103239-8,T103239-8-0018,M,WC,Water Consumption,27,g/day,29,36,Y,,CG
T103239-8,T103239-8-0019,M,WC,Water Consumption,27,g/day,29,36,Y,,CG
T103239-8,T103239-8-0017,M,WC,Water Consumption,22,g/day,36,43,Y,,CG
T103239-8,T103239-8-0018,M,WC,Water Consumption,22,g/day,36,43,Y,,CG
T103239-8,T103239-8-0019,M,WC,Water Consumption,22,g/day,36,43,Y,,CG
T103239-8,T103239-8-0017,M,WC,Water Consumption,25,g/day,43,50,Y,,CG
T103239-8,T103239-8-0018,M,WC,Water Consumption,25,g/day,43,50,Y,,CG
T103239-8,T103239-8-0019,M,WC,Water Consumption,25,g/day,43,50,Y,,CG
T103239-8,T103239-8-0017,M,WC,Water Consumption,25,g/day,50,57,Y,,CG
T103239-8,T103239-8-0018,M,WC,Water Consumption,25,g/day,50,57,Y,,CG
T103239-8,T103239-8-0019,M,WC,Water Consumption,25,g/day,50,57,Y,,CG
T103239-8,T103239-8-0017,M,FC,Food Consumption,24,g/day,29,36,Y,,CG
T103239-8,T103239-8-0018,M,FC,Food Consumption,24,g/day,29,36,Y,,CG
T103239-8,T103239-8-0019,M,FC,Food Consumption,24,g/day,29,36,Y,,CG
T103239-8,T103239-8-0017,M,FC,Food Consumption,22,g/day,36,43,Y,,CG
T103239-8,T103239-8-0018,M,FC,Food Consumption,22,g/day,36,43,Y,,CG
T103239-8,T103239-8-0019,M,FC,Food Consumption,22,g/day,36,43,Y,,CG
T103239-8,T103239-8-0017,M,FC,Food Consumption,22,g/day,43,50,Y,,CG
T103239-8,T103239-8-0018,M,FC,Food Consumption,22,g/day,43,50,Y,,CG
T103239-8,T103239-8-0019,M,FC,Food Consumption,22,g/day,43,50,Y,,CG
T103239-8,T103239-8-0017,M,FC,Food Consumption,21,g/day,50,57,Y,,CG
T103239-8,T103239-8-0018,M,FC,Food Consumption,21,g/day,50,57,Y,,CG
T103239-8,T103239-8-0019,M,FC,Food Consumption,21,g/day,50,57,Y,,CG
T103239-8,T103239-8-0017,M,FC,Food Consumption,23,g/day,1,8,Y,,CG
T103239-8,T103239-8-0018,M,FC,Food Consumption,23,g/day,1,8,Y,,CG
T103239-8,T103239-8-0019,M,FC,Food Consumption,23,g/day,1,8,Y,,CG
T103239-8,T103239-8-0017,M,FC,Food Consumption,23,g/day,8,15,Y,,CG
T103239-8,T103239-8-0018,M,FC,Food Consumption,23,g/day,8,15,Y,,CG
T103239-8,T103239-8-0019,M,FC,Food Consumption,23,g/day,8,15,Y,,CG
T103239-8,T103239-8-0017,M,FC,Food Consumption,23,g/day,15,22,Y,,CG
T103239-8,T103239-8-0018,M,FC,Food Consumption,23,g/day,15,22,Y,,CG
T103239-8,T103239-8-0019,M,FC,Food Consumption,23,g/day,15,22,Y,,CG
T103239-8,T103239-8-0017,M,FC,Food Consumption,23,g/day,22,29,Y,,CG
T103239-8,T103239-8-0018,M,FC,Food Consumption,23,g/day,22,29,Y,,CG
T103239-8,T103239-8-0019,M,FC,Food Consumption,23,g/day,22,29,Y,,CG
T103112-8,T103112-8-0005,M,WC,Water Consumption,27,g/day,1,8,Y,,CG
T103112-8,T103112-8-0004,M,WC,Water Consumption,27,g/day,1,8,Y,,CG
T103112-8,T103112-8-0005,M,WC,Water Consumption,29,g/day,8,15,Y,,CG
T103112-8,T103112-8-0004,M,WC,Water Consumption,29,g/day,8,15,Y,,CG
T103112-8,T103112-8-0005,M,WC,Water Consumption,30,g/day,15,22,Y,,CG
T103112-8,T103112-8-0004,M,WC,Water Consumption,30,g/day,15,22,Y,,CG
T103112-8,T103112-8-0005,M,WC,Water Consumption,26,g/day,22,29,Y,,CG
T103112-8,T103112-8-0004,M,WC,Water Consumption,26,g/day,22,29,Y,,CG
T103112-8,T103112-8-0005,M,FC,Food Consumption,21,g/day,1,8,Y,,CG
T103112-8,T103112-8-0004,M,FC,Food Consumption,21,g/day,1,8,Y,,CG
T103112-8,T103112-8-0005,M,FC,Food Consumption,21,g/day,8,15,Y,,CG
T103112-8,T103112-8-0004,M,FC,Food Consumption,21,g/day,8,15,Y,,CG
T103112-8,T103112-8-0005,M,FC,Food Consumption,20,g/day,15,22,Y,,CG
T103112-8,T103112-8-0004,M,FC,Food Consumption,20,g/day,15,22,Y,,CG
T103112-8,T103112-8-0005,M,FC,Food Consumption,17,g/day,22,29,Y,,CG
T103112-8,T103112-8-0004,M,FC,Food Consumption,17,g/day,22,29,Y,,CG
T105017-4,T105017-4-0062,F,WC,Water Consumption,26,g/day,1,8,Y,,CG
T105017-4,T105017-4-0063,F,WC,Water Consumption,26,g/day,1,8,Y,,CG
T105017-4,T105017-4-0062,F,WC,Water Consumption,27,g/day,8,15,Y,,CG
T105017-4,T105017-4-0063,F,WC,Water Consumption,27,g/day,8,15,Y,,CG
T105017-4,T105017-4-0062,F,WC,Water Consumption,31,g/day,15,22,Y,,CG
T105017-4,T105017-4-0063,F,WC,Water Consumption,31,g/day,15,22,Y,,CG
T105017-4,T105017-4-0062,F,WC,Water Consumption,28,g/day,22,29,Y,,CG
T105017-4,T105017-4-0063,F,WC,Water Consumption,28,g/day,22,29,Y,,CG
T105017-4,T105017-4-0062,F,FC,Food Consumption,17,g/day,1,8,Y,,CG
T105017-4,T105017-4-0063,F,FC,Food Consumption,17,g/day,1,8,Y,,CG
T105017-4,T105017-4-0062,F,FC,Food Consumption,18,g/day,8,15,Y,,CG
T105017-4,T105017-4-0063,F,FC,Food Consumption,18,g/day,8,15,Y,,CG
T105017-4,T105017-4-0062,F,FC,Food Consumption,18,g/day,15,22,Y,,CG
T105017-4,T105017-4-0063,F,FC,Food Consumption,18,g/day,15,22,Y,,CG
T105017-4,T105017-4-0062,F,FC,Food Consumption,16,g/day,22,29,Y,,CG
T105017-4,T105017-4-0063,F,FC,Food Consumption,16,g/day,22,29,Y,,CG
T103141-0,T103141-0-0014,M,WC,Water Consumption,30,g/day,1,8,Y,,CG
T103141-0,T103141-0-0015,M,WC,Water Consumption,30,g/day,1,8,Y,,CG
T103141-0,T103141-0-0016,M,WC,Water Consumption,30,g/day,1,8,Y,,CG
T103141-0,T103141-0-0014,M,WC,Water Consumption,30,g/day,8,15,Y,,CG
T103141-0,T103141-0-0015,M,WC,Water Consumption,30,g/day,8,15,Y,,CG
T103141-0,T103141-0-0016,M,WC,Water Consumption,30,g/day,8,15,Y,,CG
T103141-0,T103141-0-0014,M,WC,Water Consumption,30,g/day,15,22,Y,,CG
T103141-0,T103141-0-0015,M,WC,Water Consumption,30,g/day,15,22,Y,,CG
T103141-0,T103141-0-0016,M,WC,Water Consumption,30,g/day,15,22,Y,,CG
T103141-0,T103141-0-0014,M,WC,Water Consumption,31,g/day,22,29,Y,,CG
T103141-0,T103141-0-0015,M,WC,Water Consumption,31,g/day,22,29,Y,,CG
T103141-0,T103141-0-0016,M,WC,Water Consumption,31,g/day,22,29,Y,,CG
T103141-0,T103141-0-0014,M,WC,Water Consumption,26,g/day,29,36,Y,,CG
T103141-0,T103141-0-0015,M,WC,Water Consumption,26,g/day,29,36,Y,,CG
T103141-0,T103141-0-0016,M,WC,Water Consumption,26,g/day,29,36,Y,,CG
T103141-0,T103141-0-0014,M,WC,Water Consumption,27,g/day,36,43,Y,,CG
T103141-0,T103141-0-0015,M,WC,Water Consumption,27,g/day,36,43,Y,,CG
T103141-0,T103141-0-0016,M,WC,Water Consumption,27,g/day,36,43,Y,,CG
T103141-0,T103141-0-0014,M,FC,Food Consumption,23,g/day,1,8,Y,,CG
T103141-0,T103141-0-0015,M,FC,Food Consumption,23,g/day,1,8,Y,,CG
T103141-0,T103141-0-0016,M,FC,Food Consumption,23,g/day,1,8,Y,,CG
T103141-0,T103141-0-0014,M,FC,Food Consumption,24,g/day,8,15,Y,,CG
T103141-0,T103141-0-0015,M,FC,Food Consumption,24,g/day,8,15,Y,,CG
T103141-0,T103141-0-0016,M,FC,Food Consumption,24,g/day,8,15,Y,,CG
T103141-0,T103141-0-0014,M,FC,Food Consumption,24,g/day,15,22,Y,,CG
T103141-0,T103141-0-0015,M,FC,Food Consumption,24,g/day,15,22,Y,,CG
T103141-0,T103141-0-0016,M,FC,Food Consumption,24,g/day,15,22,Y,,CG
T103141-0,T103141-0-0014,M,FC,Food Consumption,24,g/day,22,29,Y,,CG
T103141-0,T103141-0-0015,M,FC,Food Consumption,24,g/day,22,29,Y,,CG
T103141-0,T103141-0-0016,M,FC,Food Consumption,24,g/day,22,29,Y,,CG
T103141-0,T103141-0-0014,M,FC,Food Consumption,26,g/day,29,36,Y,,CG
T103141-0,T103141-0-0015,M,FC,Food Consumption,26,g/day,29,36,Y,,CG
T103141-0,T103141-0-0016,M,FC,Food Consumption,26,g/day,29,36,Y,,CG
T103141-0,T103141-0-0014,M,FC,Food Consumption,22,g/day,36,43,Y,,CG
T103141-0,T103141-0-0015,M,FC,Food Consumption,22,g/day,36,43,Y,,CG
T103141-0,T103141-0-0016,M,FC,Food Consumption,22,g/day,36,43,Y,,CG
T103112-8,T103112-8-0008,M,WC,Water Consumption,29,g/day,1,8,Y,,CG
T103112-8,T103112-8-0007,M,WC,Water Consumption,29,g/day,1,8,Y,,CG
T103112-8,T103112-8-0006,M,WC,Water Consumption,29,g/day,1,8,Y,,CG
T103112-8,T103112-8-0008,M,WC,Water Consumption,30,g/day,8,15,Y,,CG
T103112-8,T103112-8-0007,M,WC,Water Consumption,30,g/day,8,15,Y,,CG
T103112-8,T103112-8-0006,M,WC,Water Consumption,30,g/day,8,15,Y,,CG
T103112-8,T103112-8-0008,M,WC,Water Consumption,30,g/day,15,22,Y,,CG
T103112-8,T103112-8-0007,M,WC,Water Consumption,30,g/day,15,22,Y,,CG
T103112-8,T103112-8-0006,M,WC,Water Consumption,30,g/day,15,22,Y,,CG
T103112-8,T103112-8-0008,M,WC,Water Consumption,28,g/day,22,29,Y,,CG
T103112-8,T103112-8-0007,M,WC,Water Consumption,28,g/day,22,29,Y,,CG
T103112-8,T103112-8-0006,M,WC,Water Consumption,28,g/day,22,29,Y,,CG
T103112-8,T103112-8-0008,M,FC,Food Consumption,22,g/day,1,8,Y,,CG
T103112-8,T103112-8-0007,M,FC,Food Consumption,22,g/day,1,8,Y,,CG
T103112-8,T103112-8-0006,M,FC,Food Consumption,22,g/day,1,8,Y,,CG
T103112-8,T103112-8-0008,M,FC,Food Consumption,22,g/day,8,15,Y,,CG
T103112-8,T103112-8-0007,M,FC,Food Consumption,22,g/day,8,15,Y,,CG
T103112-8,T103112-8-0006,M,FC,Food Consumption,22,g/day,8,15,Y,,CG
T103112-8,T103112-8-0008,M,FC,Food Consumption,22,g/day,15,22,Y,,CG
T103112-8,T103112-8-0007,M,FC,Food Consumption,22,g/day,15,22,Y,,CG
T103112-8,T103112-8-0006,M,FC,Food Consumption,22,g/day,15,22,Y,,CG
T103112-8,T103112-8-0008,M,FC,Food Consumption,20,g/day,22,29,Y,,CG
T103112-8,T103112-8-0007,M,FC,Food Consumption,20,g/day,22,29,Y,,CG
T103112-8,T103112-8-0006,M,FC,Food Consumption,20,g/day,22,29,Y,,CG
T103815-8,T103815-8-0069,F,WC,Water Consumption,23.9,g/day,8,15,Y,,CG
T103815-8,T103815-8-0068,F,WC,Water Consumption,23.9,g/day,8,15,Y,,CG
T103815-8,T103815-8-0069,F,WC,Water Consumption,25.1,g/day,15,22,Y,,CG
T103815-8,T103815-8-0068,F,WC,Water Consumption,25.1,g/day,15,22,Y,,CG
T103815-8,T103815-8-0069,F,WC,Water Consumption,28.1,g/day,22,29,Y,,CG
T103815-8,T103815-8-0068,F,WC,Water Consumption,28.1,g/day,22,29,Y,,CG
T103815-8,T103815-8-0069,F,WC,Water Consumption,25.7,g/day,29,36,Y,,CG
T103815-8,T103815-8-0068,F,WC,Water Consumption,25.7,g/day,29,36,Y,,CG
T103815-8,T103815-8-0069,F,FC,Food Consumption,16.9,g/day,8,15,Y,,CG
T103815-8,T103815-8-0068,F,FC,Food Consumption,16.9,g/day,8,15,Y,,CG
T103815-8,T103815-8-0069,F,FC,Food Consumption,16.6,g/day,15,22,Y,,CG
T103815-8,T103815-8-0068,F,FC,Food Consumption,16.6,g/day,15,22,Y,,CG
T103815-8,T103815-8-0069,F,FC,Food Consumption,17.6,g/day,22,29,Y,,CG
T103815-8,T103815-8-0068,F,FC,Food Consumption,17.6,g/day,22,29,Y,,CG
T103815-8,T103815-8-0069,F,FC,Food Consumption,16.9,g/day,29,36,Y,,CG
T103815-8,T103815-8-0068,F,FC,Food Consumption,16.9,g/day,29,36,Y,,CG
T103116-2,T103116-2-0006,M,FC,Food Consumption,22.4,g/day,1,8,Y,,CG
T103116-2,T103116-2-0005,M,FC,Food Consumption,22.4,g/day,1,8,Y,,CG
T103116-2,T103116-2-0006,M,FC,Food Consumption,24,g/day,8,15,Y,,CG
T103116-2,T103116-2-0005,M,FC,Food Consumption,24,g/day,8,15,Y,,CG
T103116-2,T103116-2-0006,M,FC,Food Consumption,23.7,g/day,15,21,Y,,CG
T103116-2,T103116-2-0005,M,FC,Food Consumption,23.7,g/day,15,21,Y,,CG
T103116-2,T103116-2-0006,M,FC,Food Consumption,20.9,g/day,22,28,Y,,CG
T103116-2,T103116-2-0005,M,FC,Food Consumption,20.9,g/day,22,28,Y,,CG
T103116-2,T103116-2-0006,M,WC,Water Consumption,32.7,g/day,1,8,Y,,CG
T103116-2,T103116-2-0005,M,WC,Water Consumption,32.7,g/day,1,8,Y,,CG
T103116-2,T103116-2-0006,M,WC,Water Consumption,32.8,g/day,8,15,Y,,CG
T103116-2,T103116-2-0005,M,WC,Water Consumption,32.8,g/day,8,15,Y,,CG
T103116-2,T103116-2-0006,M,WC,Water Consumption,34.3,g/day,15,21,Y,,CG
T103116-2,T103116-2-0005,M,WC,Water Consumption,34.3,g/day,15,21,Y,,CG
T103116-2,T103116-2-0006,M,WC,Water Consumption,30.1,g/day,22,28,Y,,CG
T103116-2,T103116-2-0005,M,WC,Water Consumption,30.1,g/day,22,28,Y,,CG
T103165-6,T103165-6-0006,M,WC,Water Consumption,28.8,g/day,1,8,Y,,CG
T103165-6,T103165-6-0005,M,WC,Water Consumption,28.8,g/day,1,8,Y,,CG
