SPREFID,USUBJID,LBTEST,LBTESTCD,LBCAT,LBORRES,LBORRESU,LBMETHOD,LBSPEC,LBDY,trial_set_description,SEX
T104623-6,T104623-6-0042,Bilirubin,BILI,CLINICAL CHEMISTRY,0.4,µmol/l,iBroker:Bili-t,SERUM,34,CG,F
T104623-6,T104623-6-0044,Bilirubin,BILI,CLINICAL CHEMISTRY,0.1,µmol/l,iBroker:Bili-t,SERUM,34,CG,F
T104623-6,T104623-6-0042,Protein,PROT,URINALYSIS,0.07,g/l,iBroker:PROT-q,URINE,24,CG,F
T104623-6,T104623-6-0044,Protein,PROT,URINALYSIS,0.13,g/l,iBroker:PROT-q,URINE,24,CG,F
T104623-6,T104623-6-0049,Protein,PROT,URINALYSIS,0.08,g/l,iBroker:PROT-q,URINE,24,CG,F
T104623-6,T104623-6-0047,Protein,PROT,URINALYSIS,0.06,g/l,iBroker:PROT-q,URINE,24,CG,F
T104623-6,T104623-6-0048,Protein,PROT,URINALYSIS,0.03,g/l,iBroker:PROT-q,URINE,24,CG,F
T104623-6,T104623-6-0045,Protein,PROT,URINALYSIS,0.1,g/l,iBroker:PROT-q,URINE,24,CG,F
T104623-6,T104623-6-0046,Protein,PROT,URINALYSIS,0.15,g/l,iBroker:PROT-q,URINE,24,CG,F
T104623-6,T104623-6-0043,Protein,PROT,URINALYSIS,0.08,g/l,iBroker:PROT-q,URINE,24,CG,F
T104623-6,T104623-6-0050,Protein,PROT,URINALYSIS,0.07,g/l,iBroker:PROT-q,URINE,24,CG,F
T104623-6,T104623-6-0004,Volume,VOLUME,URINALYSIS,5.5,ml,iBroker:Volume,URINE,23,CG,M
T104623-6,T104623-6-0007,Volume,VOLUME,URINALYSIS,2,ml,iBroker:Volume,URINE,23,CG,M
T104623-6,T104623-6-0009,Volume,VOLUME,URINALYSIS,4.4,ml,iBroker:Volume,URINE,23,CG,M
T104623-6,T104623-6-0010,Volume,VOLUME,URINALYSIS,5,ml,iBroker:Volume,URINE,23,CG,M
T104623-6,T104623-6-0008,Volume,VOLUME,URINALYSIS,4.7,ml,iBroker:Volume,URINE,23,CG,M
T104623-6,T104623-6-0006,Volume,VOLUME,URINALYSIS,15,ml,iBroker:Volume,URINE,23,CG,M
T104623-6,T104623-6-0003,Volume,VOLUME,URINALYSIS,20,ml,iBroker:Volume,URINE,23,CG,M
T104623-6,T104623-6-0001,Volume,VOLUME,URINALYSIS,4.9,ml,iBroker:Volume,URINE,23,CG,M
T104623-6,T104623-6-0002,Volume,VOLUME,URINALYSIS,8.2,ml,iBroker:Volume,URINE,23,CG,M
T104623-6,T104623-6-0005,Volume,VOLUME,URINALYSIS,14.5,ml,iBroker:Volume,URINE,23,CG,M
T104623-6,T104623-6-0042,Erythrocytes,RBC,HEMATOLOGY,8.03,T/l,iBroker:ERY,PLASMA,34,CG,F
T104623-6,T104623-6-0044,Erythrocytes,RBC,HEMATOLOGY,7.86,T/l,iBroker:ERY,PLASMA,34,CG,F
T104623-6,T104623-6-0049,Erythrocytes,RBC,HEMATOLOGY,7.98,T/l,iBroker:ERY,PLASMA,34,CG,F
T104623-6,T104623-6-0047,Erythrocytes,RBC,HEMATOLOGY,7.84,T/l,iBroker:ERY,PLASMA,34,CG,F
T104623-6,T104623-6-0048,Erythrocytes,RBC,HEMATOLOGY,8.29,T/l,iBroker:ERY,PLASMA,34,CG,F
T104623-6,T104623-6-0045,Erythrocytes,RBC,HEMATOLOGY,7.91,T/l,iBroker:ERY,PLASMA,34,CG,F
T104623-6,T104623-6-0046,Erythrocytes,RBC,HEMATOLOGY,7.75,T/l,iBroker:ERY,PLASMA,34,CG,F
T104623-6,T104623-6-0043,Erythrocytes,RBC,HEMATOLOGY,7.52,T/l,iBroker:ERY,PLASMA,34,CG,F
T104623-6,T104623-6-0050,Erythrocytes,RBC,HEMATOLOGY,7.68,T/l,iBroker:ERY,PLASMA,34,CG,F
T104623-6,T104623-6-0042,Albumin,ALB,CLINICAL CHEMISTRY,45.4,g/l,iBroker:Albumin,SERUM,34,CG,F
T104623-6,T104623-6-0044,Albumin,ALB,CLINICAL CHEMISTRY,42.7,g/l,iBroker:Albumin,SERUM,34,CG,F
T104623-6,T104623-6-0049,Albumin,ALB,CLINICAL CHEMISTRY,45.3,g/l,iBroker:Albumin,SERUM,34,CG,F
T104623-6,T104623-6-0047,Albumin,ALB,CLINICAL CHEMISTRY,34.3,g/l,iBroker:Albumin,SERUM,34,CG,F
T104623-6,T104623-6-0048,Albumin,ALB,CLINICAL CHEMISTRY,41.9,g/l,iBroker:Albumin,SERUM,34,CG,F
T104623-6,T104623-6-0045,Albumin,ALB,CLINICAL CHEMISTRY,44.8,g/l,iBroker:Albumin,SERUM,34,CG,F
T104623-6,T104623-6-0046,Albumin,ALB,CLINICAL CHEMISTRY,45.5,g/l,iBroker:Albumin,SERUM,34,CG,F
T104623-6,T104623-6-0043,Albumin,ALB,CLINICAL CHEMISTRY,43.4,g/l,iBroker:Albumin,SERUM,34,CG,F
T104623-6,T104623-6-0050,Albumin,ALB,CLINICAL CHEMISTRY,45.4,g/l,iBroker:Albumin,SERUM,34,CG,F
T104623-6,T104623-6-0049,Creatinine,CREAT,URINALYSIS,23,µmol,iBroker:CRE*UVOL,URINE,24,CG,F
T104623-6,T104623-6-0047,Creatinine,CREAT,URINALYSIS,30,µmol,iBroker:CRE*UVOL,URINE,24,CG,F
T104623-6,T104623-6-0048,Creatinine,CREAT,URINALYSIS,32,µmol,iBroker:CRE*UVOL,URINE,24,CG,F
T104623-6,T104623-6-0045,Creatinine,CREAT,URINALYSIS,40,µmol,iBroker:CRE*UVOL,URINE,24,CG,F
T104623-6,T104623-6-0046,Creatinine,CREAT,URINALYSIS,25,µmol,iBroker:CRE*UVOL,URINE,24,CG,F
T104623-6,T104623-6-0043,Creatinine,CREAT,URINALYSIS,50,µmol,iBroker:CRE*UVOL,URINE,24,CG,F
T104623-6,T104623-6-0050,Creatinine,CREAT,URINALYSIS,30,µmol,iBroker:CRE*UVOL,URINE,24,CG,F
T104623-6,T104623-6-0042,Creatinine,CREAT,URINALYSIS,29,µmol,iBroker:CRE*UVOL,URINE,24,CG,F
T104623-6,T104623-6-0044,Creatinine,CREAT,URINALYSIS,32,µmol,iBroker:CRE*UVOL,URINE,24,CG,F
T104623-6,T104623-6-0004,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,4.1,U/l,iBroker:GLDH,SERUM,31,CG,M
T104623-6,T104623-6-0007,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,4.8,U/l,iBroker:GLDH,SERUM,31,CG,M
T104623-6,T104623-6-0009,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,5.9,U/l,iBroker:GLDH,SERUM,31,CG,M
T104623-6,T104623-6-0010,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,4.1,U/l,iBroker:GLDH,SERUM,31,CG,M
T104623-6,T104623-6-0008,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,5.8,U/l,iBroker:GLDH,SERUM,31,CG,M
T104623-6,T104623-6-0006,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,4,U/l,iBroker:GLDH,SERUM,31,CG,M
T104623-6,T104623-6-0003,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,13,U/l,iBroker:GLDH,SERUM,31,CG,M
T104623-6,T104623-6-0001,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,8.3,U/l,iBroker:GLDH,SERUM,31,CG,M
T104623-6,T104623-6-0002,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,7.7,U/l,iBroker:GLDH,SERUM,31,CG,M
T104623-6,T104623-6-0005,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,5.8,U/l,iBroker:GLDH,SERUM,31,CG,M
T104623-6,T104623-6-0042,Protein/Creatinine,PROTCRT,URINALYSIS,25,mg/mmol,iBroker:Prot/Crea,URINE,24,CG,F
T104623-6,T104623-6-0044,Protein/Creatinine,PROTCRT,URINALYSIS,31,mg/mmol,iBroker:Prot/Crea,URINE,24,CG,F
T104623-6,T104623-6-0049,Protein/Creatinine,PROTCRT,URINALYSIS,31,mg/mmol,iBroker:Prot/Crea,URINE,24,CG,F
T104623-6,T104623-6-0047,Protein/Creatinine,PROTCRT,URINALYSIS,28,mg/mmol,iBroker:Prot/Crea,URINE,24,CG,F
T104623-6,T104623-6-0048,Protein/Creatinine,PROTCRT,URINALYSIS,22,mg/mmol,iBroker:Prot/Crea,URINE,24,CG,F
T104623-6,T104623-6-0045,Protein/Creatinine,PROTCRT,URINALYSIS,28,mg/mmol,iBroker:Prot/Crea,URINE,24,CG,F
T104623-6,T104623-6-0046,Protein/Creatinine,PROTCRT,URINALYSIS,28,mg/mmol,iBroker:Prot/Crea,URINE,24,CG,F
T104623-6,T104623-6-0043,Protein/Creatinine,PROTCRT,URINALYSIS,30,mg/mmol,iBroker:Prot/Crea,URINE,24,CG,F
T104623-6,T104623-6-0050,Protein/Creatinine,PROTCRT,URINALYSIS,27,mg/mmol,iBroker:Prot/Crea,URINE,24,CG,F
T104623-6,T104623-6-0006,Hematocrit,HCT,HEMATOLOGY,0.457,l/l,iBroker:HCT,PLASMA,31,CG,M
T104623-6,T104623-6-0003,Hematocrit,HCT,HEMATOLOGY,0.475,l/l,iBroker:HCT,PLASMA,31,CG,M
T104623-6,T104623-6-0001,Hematocrit,HCT,HEMATOLOGY,0.442,l/l,iBroker:HCT,PLASMA,31,CG,M
T104623-6,T104623-6-0002,Hematocrit,HCT,HEMATOLOGY,0.457,l/l,iBroker:HCT,PLASMA,31,CG,M
T104623-6,T104623-6-0005,Hematocrit,HCT,HEMATOLOGY,0.48,l/l,iBroker:HCT,PLASMA,31,CG,M
T104623-6,T104623-6-0004,Hematocrit,HCT,HEMATOLOGY,0.445,l/l,iBroker:HCT,PLASMA,31,CG,M
T104623-6,T104623-6-0007,Hematocrit,HCT,HEMATOLOGY,0.468,l/l,iBroker:HCT,PLASMA,31,CG,M
T104623-6,T104623-6-0009,Hematocrit,HCT,HEMATOLOGY,0.481,l/l,iBroker:HCT,PLASMA,31,CG,M
T104623-6,T104623-6-0010,Hematocrit,HCT,HEMATOLOGY,0.455,l/l,iBroker:HCT,PLASMA,31,CG,M
T104623-6,T104623-6-0004,Osmolality,OSMLTY,URINALYSIS,1060,mosm/kg,iBroker:Osmolality urine,URINE,23,CG,M
T104623-6,T104623-6-0007,Osmolality,OSMLTY,URINALYSIS,2254,mosm/kg,iBroker:Osmolality urine,URINE,23,CG,M
T104623-6,T104623-6-0009,Osmolality,OSMLTY,URINALYSIS,1910,mosm/kg,iBroker:Osmolality urine,URINE,23,CG,M
T104623-6,T104623-6-0010,Osmolality,OSMLTY,URINALYSIS,1145,mosm/kg,iBroker:Osmolality urine,URINE,23,CG,M
T104623-6,T104623-6-0008,Osmolality,OSMLTY,URINALYSIS,1035,mosm/kg,iBroker:Osmolality urine,URINE,23,CG,M
T104623-6,T104623-6-0006,Osmolality,OSMLTY,URINALYSIS,450,mosm/kg,iBroker:Osmolality urine,URINE,23,CG,M
T104623-6,T104623-6-0003,Osmolality,OSMLTY,URINALYSIS,347,mosm/kg,iBroker:Osmolality urine,URINE,23,CG,M
T104623-6,T104623-6-0001,Osmolality,OSMLTY,URINALYSIS,1063,mosm/kg,iBroker:Osmolality urine,URINE,23,CG,M
T104623-6,T104623-6-0002,Osmolality,OSMLTY,URINALYSIS,740,mosm/kg,iBroker:Osmolality urine,URINE,23,CG,M
T104623-6,T104623-6-0005,Osmolality,OSMLTY,URINALYSIS,440,mosm/kg,iBroker:Osmolality urine,URINE,23,CG,M
T104623-6,T104623-6-0004,Protein,PROT,URINALYSIS,0.79,g/l,iBroker:PROT-q,URINE,23,CG,M
T104623-6,T104623-6-0007,Protein,PROT,URINALYSIS,1.82,g/l,iBroker:PROT-q,URINE,23,CG,M
T104623-6,T104623-6-0009,Protein,PROT,URINALYSIS,1.71,g/l,iBroker:PROT-q,URINE,23,CG,M
T104623-6,T104623-6-0010,Protein,PROT,URINALYSIS,1.02,g/l,iBroker:PROT-q,URINE,23,CG,M
T104623-6,T104623-6-0008,Protein,PROT,URINALYSIS,0.73,g/l,iBroker:PROT-q,URINE,23,CG,M
T104623-6,T104623-6-0006,Protein,PROT,URINALYSIS,0.28,g/l,iBroker:PROT-q,URINE,23,CG,M
T104623-6,T104623-6-0003,Protein,PROT,URINALYSIS,0.48,g/l,iBroker:PROT-q,URINE,23,CG,M
T104623-6,T104623-6-0001,Protein,PROT,URINALYSIS,0.65,g/l,iBroker:PROT-q,URINE,23,CG,M
T104623-6,T104623-6-0002,Protein,PROT,URINALYSIS,1.09,g/l,iBroker:PROT-q,URINE,23,CG,M
T104623-6,T104623-6-0005,Protein,PROT,URINALYSIS,0.62,g/l,iBroker:PROT-q,URINE,23,CG,M
T104623-6,T104623-6-0042,Creatinine,CREAT,CLINICAL CHEMISTRY,52,µmol/l,iBroker:CREA,SERUM,34,CG,F
T104623-6,T104623-6-0044,Creatinine,CREAT,CLINICAL CHEMISTRY,53,µmol/l,iBroker:CREA,SERUM,34,CG,F
T104623-6,T104623-6-0049,Creatinine,CREAT,CLINICAL CHEMISTRY,50,µmol/l,iBroker:CREA,SERUM,34,CG,F
T104623-6,T104623-6-0047,Creatinine,CREAT,CLINICAL CHEMISTRY,50,µmol/l,iBroker:CREA,SERUM,34,CG,F
T104623-6,T104623-6-0048,Creatinine,CREAT,CLINICAL CHEMISTRY,49,µmol/l,iBroker:CREA,SERUM,34,CG,F
T104623-6,T104623-6-0045,Creatinine,CREAT,CLINICAL CHEMISTRY,53,µmol/l,iBroker:CREA,SERUM,34,CG,F
T104623-6,T104623-6-0046,Creatinine,CREAT,CLINICAL CHEMISTRY,53,µmol/l,iBroker:CREA,SERUM,34,CG,F
T104623-6,T104623-6-0043,Creatinine,CREAT,CLINICAL CHEMISTRY,48,µmol/l,iBroker:CREA,SERUM,34,CG,F
T104623-6,T104623-6-0050,Creatinine,CREAT,CLINICAL CHEMISTRY,50,µmol/l,iBroker:CREA,SERUM,34,CG,F
T104623-6,T104623-6-0004,Creatinine Excretion Rate,CREATEXR,URINALYSIS,6.61,mmol/l,iBroker:CREA-ur,URINE,23,CG,M
T104623-6,T104623-6-0007,Creatinine Excretion Rate,CREATEXR,URINALYSIS,15.29,mmol/l,iBroker:CREA-ur,URINE,23,CG,M
T104623-6,T104623-6-0009,Creatinine Excretion Rate,CREATEXR,URINALYSIS,11.62,mmol/l,iBroker:CREA-ur,URINE,23,CG,M
T104623-6,T104623-6-0010,Creatinine Excretion Rate,CREATEXR,URINALYSIS,7.38,mmol/l,iBroker:CREA-ur,URINE,23,CG,M
T104623-6,T104623-6-0008,Creatinine Excretion Rate,CREATEXR,URINALYSIS,6.51,mmol/l,iBroker:CREA-ur,URINE,23,CG,M
T104623-6,T104623-6-0006,Creatinine Excretion Rate,CREATEXR,URINALYSIS,2.84,mmol/l,iBroker:CREA-ur,URINE,23,CG,M
T104623-6,T104623-6-0003,Creatinine Excretion Rate,CREATEXR,URINALYSIS,2.42,mmol/l,iBroker:CREA-ur,URINE,23,CG,M
T104623-6,T104623-6-0001,Creatinine Excretion Rate,CREATEXR,URINALYSIS,7.34,mmol/l,iBroker:CREA-ur,URINE,23,CG,M
T104623-6,T104623-6-0002,Creatinine Excretion Rate,CREATEXR,URINALYSIS,5.19,mmol/l,iBroker:CREA-ur,URINE,23,CG,M
T104623-6,T104623-6-0005,Creatinine Excretion Rate,CREATEXR,URINALYSIS,3.04,mmol/l,iBroker:CREA-ur,URINE,23,CG,M
T104623-6,T104623-6-0006,Monocytes,MONO,HEMATOLOGY,0.12,G/l,iBroker:Monocytes,PLASMA,31,CG,M
T104623-6,T104623-6-0003,Monocytes,MONO,HEMATOLOGY,0.07,G/l,iBroker:Monocytes,PLASMA,31,CG,M
T104623-6,T104623-6-0001,Monocytes,MONO,HEMATOLOGY,0.09,G/l,iBroker:Monocytes,PLASMA,31,CG,M
