SPREFID,USUBJID,CLLOC,STUDY_WEEK,CLORRES,CLRESCAT,CLSTAT,CLREASND,CLCAT,CLSEV,CLRFTDTC,CLTPTNUM,CLDY,SEX,trial_set_description
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-28T09:37:00Z,2,13,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-24T07:10:00Z,1,9,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-24T08:35:00Z,2,9,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-25T08:43:00Z,1,10,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-25T10:57:00Z,2,10,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Open Field Observation,"",2019-04-25T08:43:00Z,3,10,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-21T06:40:00Z,1,6,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-21T08:16:00Z,2,6,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-20T06:57:00Z,1,5,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-20T08:41:00Z,2,5,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-23T07:07:00Z,1,8,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-23T09:13:00Z,2,8,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-22T06:44:00Z,1,7,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-22T08:19:00Z,2,7,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-19T07:04:00Z,1,4,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-19T08:49:00Z,2,4,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-18T08:31:00Z,1,3,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-18T11:02:00Z,2,3,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Open Field Observation,"",2019-04-18T08:31:00Z,3,3,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-15T07:33:00Z,,-1,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Open Field Observation,"",2019-04-15T07:34:00Z,,-1,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-08T06:57:00Z,,-8,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-17T08:44:00Z,1,2,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-17T10:28:00Z,2,2,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,OPHTHALMOLOGY,"",,Ophthalmology With Ophthalmoscope,"",2019-04-09T08:59:00Z,,-7,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,OPHTHALMOLOGY,"",,Ophthalmology Pupil Reflex,"",2019-04-09T08:58:00Z,,-7,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,OPHTHALMOLOGY,"",,Ophthalmology Slit-Lamp Observation,"",2019-04-09T08:59:00Z,,-7,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-16T09:04:00Z,1,1,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-16T10:25:00Z,2,1,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-07T07:14:00Z,1,22,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-07T09:51:00Z,2,22,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-04T09:16:00Z,1,19,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-04T10:57:00Z,2,19,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-03T07:14:00Z,1,18,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-03T08:42:00Z,2,18,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-06T07:28:00Z,1,21,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-06T09:05:00Z,2,21,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-08T07:35:00Z,1,23,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-08T10:10:00Z,2,23,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-05T09:25:00Z,1,20,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-05T11:13:00Z,2,20,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-15T06:58:00Z,1,30,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-15T08:09:00Z,2,30,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-16T09:12:00Z,1,31,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-16T10:18:00Z,2,31,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-14T07:37:00Z,1,29,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-14T08:53:00Z,2,29,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-12T07:47:00Z,1,27,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-12T10:04:00Z,2,27,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-11T07:31:00Z,1,26,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-11T09:52:00Z,2,26,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-10T07:37:00Z,1,25,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-10T09:01:00Z,2,25,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,OPHTHALMOLOGY,"",,Ophthalmology With Ophthalmoscope,"",2019-05-10T11:04:00Z,4,25,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,OPHTHALMOLOGY,"",,Ophthalmology Pupil Reflex,"",2019-05-10T11:03:00Z,5,25,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,OPHTHALMOLOGY,"",,Ophthalmology Slit-Lamp Observation,"",2019-05-10T11:04:00Z,6,25,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-13T08:09:00Z,1,28,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-13T09:18:00Z,2,28,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-09T08:12:00Z,1,24,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-09T09:45:00Z,2,24,F,CG
HCD-12,HCD-12-0083,"",,NORMAL,CLINICAL SIGNS,"",,Open Field Observation,"",2019-05-09T08:12:00Z,3,24,F,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Daily Inspection of Animals,"",2019-05-20T07:08:00Z,,35,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-21T09:54:00Z,,36,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Daily Inspection of Animals,"",2019-05-21T06:36:00Z,,36,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-01T08:30:00Z,1,16,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-01T10:38:00Z,2,16,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Daily Inspection of Animals,"",2019-05-22T06:59:00Z,,37,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Daily Inspection of Animals,"",2019-05-23T06:40:00Z,,38,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Open Field Observation,"",2019-05-23T06:46:00Z,,38,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Daily Inspection of Animals,"",2019-05-24T06:39:00Z,,39,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Daily Inspection of Animals,"",2019-05-25T06:58:00Z,,40,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-12T07:42:00Z,1,27,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-12T10:04:00Z,2,27,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Daily Inspection of Animals,"",2019-05-15T06:45:00Z,,30,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Daily Inspection of Animals,"",2019-05-26T07:30:00Z,,41,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Daily Inspection of Animals,"",2019-05-27T06:39:00Z,,42,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-04T09:10:00Z,1,19,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-04T10:57:00Z,2,19,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-07T06:49:00Z,1,22,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-07T09:51:00Z,2,22,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-28T06:13:00Z,,43,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Daily Inspection of Animals,"",2019-05-28T06:05:00Z,,43,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-11T07:35:00Z,1,26,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-11T09:52:00Z,2,26,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-03T07:10:00Z,1,18,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-03T08:41:00Z,2,18,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-06T07:24:00Z,1,21,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-06T09:05:00Z,2,21,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-10T07:33:00Z,1,25,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-10T09:01:00Z,2,25,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Daily Inspection of Animals,"",2019-05-16T06:15:00Z,,31,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Open Field Observation,"",2019-05-16T06:17:00Z,,31,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-09T07:02:00Z,1,24,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-09T09:45:00Z,2,24,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Open Field Observation,"",2019-05-09T07:02:00Z,3,24,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-14T07:08:00Z,,29,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-14T09:09:00Z,,29,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Daily Inspection of Animals,"",2019-05-14T09:01:00Z,,29,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-02T09:24:00Z,1,17,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-02T11:30:00Z,2,17,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Open Field Observation,"",2019-05-02T09:24:00Z,3,17,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Daily Inspection of Animals,"",2019-05-17T06:24:00Z,,32,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Daily Inspection of Animals,"",2019-05-18T06:21:00Z,,33,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-13T08:05:00Z,1,28,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-13T09:18:00Z,2,28,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Daily Inspection of Animals,"",2019-05-19T06:28:00Z,,34,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-05T09:31:00Z,1,20,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-05T11:13:00Z,2,20,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-08T07:27:00Z,1,23,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-05-08T10:10:00Z,2,23,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-18T08:24:00Z,1,3,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-18T10:59:00Z,2,3,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Open Field Observation,"",2019-04-18T08:24:00Z,3,3,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-22T06:40:00Z,1,7,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-22T08:19:00Z,2,7,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-26T07:36:00Z,1,11,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-26T10:04:00Z,2,11,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-29T06:52:00Z,1,14,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-29T08:33:00Z,2,14,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-15T07:25:00Z,,-1,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Open Field Observation,"",2019-04-15T07:26:00Z,,-1,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-25T08:36:00Z,1,10,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-25T10:56:00Z,2,10,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Open Field Observation,"",2019-04-25T08:36:00Z,3,10,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-17T08:37:00Z,1,2,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-17T10:28:00Z,2,2,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-21T06:36:00Z,1,6,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-21T08:16:00Z,2,6,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-08T06:29:00Z,,-8,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-24T07:06:00Z,1,9,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-24T08:35:00Z,2,9,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-28T07:01:00Z,1,13,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-28T09:37:00Z,2,13,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-20T06:51:00Z,1,5,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-20T08:41:00Z,2,5,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-16T08:57:00Z,1,1,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,OPHTHALMOLOGY,"",,Ophthalmology With Ophthalmoscope,"",2019-04-09T10:15:00Z,,-7,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,OPHTHALMOLOGY,"",,Ophthalmology Pupil Reflex,"",2019-04-09T10:15:00Z,,-7,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,OPHTHALMOLOGY,"",,Ophthalmology Slit-Lamp Observation,"",2019-04-09T10:16:00Z,,-7,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-16T10:25:00Z,2,1,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-23T06:59:00Z,1,8,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-23T09:12:00Z,2,8,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-27T07:06:00Z,1,12,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-27T09:09:00Z,2,12,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-30T07:07:00Z,1,15,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-30T09:32:00Z,2,15,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-19T06:58:00Z,1,4,M,CG
HCD-12,HCD-12-0017,"",,NORMAL,CLINICAL SIGNS,"",,Detailed Clinical Observation,"",2019-04-19T08:49:00Z,2,4,M,CG
HCD-14,HCD-14-0010,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2020-11-26T08:22:21Z,1,9,M,CG
HCD-14,HCD-14-0010,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2020-11-19T09:58:00Z,2,2,M,CG
HCD-14,HCD-14-0010,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2020-11-21T10:10:05Z,2,4,M,CG
HCD-14,HCD-14-0010,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2020-11-22T10:13:35Z,2,5,M,CG
HCD-14,HCD-14-0010,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2020-11-18T09:58:14Z,2,1,M,CG
HCD-14,HCD-14-0010,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2020-11-25T07:22:53Z,1,8,M,CG
HCD-14,HCD-14-0010,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2020-11-28T09:46:58Z,2,11,M,CG
HCD-14,HCD-14-0010,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2020-11-26T10:56:15Z,2,9,M,CG
HCD-14,HCD-14-0010,"",2,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2020-11-27T11:00:16Z,2,10,M,CG
HCD-14,HCD-14-0010,"",-1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2020-11-12T08:29:52Z,3,-6,M,CG
HCD-14,HCD-14-0010,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2020-11-23T06:59:26Z,1,6,M,CG
HCD-14,HCD-14-0010,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2020-11-24T07:19:59Z,1,7,M,CG
HCD-14,HCD-14-0010,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2020-11-22T08:06:58Z,1,5,M,CG
HCD-14,HCD-14-0010,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2020-11-20T06:59:16Z,1,3,M,CG
HCD-14,HCD-14-0010,"",1,NORMAL,CLINICAL SIGNS,Y,,DETAILED CLINICAL OBSERVATION,"",2020-11-21T08:06:53Z,1,4,M,CG
